,ESCMAE,RACACOR,CODOCUPMAE,cluster
939,8 a 11 anos,Preta/Parda,Operador de caixa,0
940,8 a 11 anos,Preta/Parda,Operador de caixa,0
941,4 a 7 anos,Preta/Parda,Operador de caixa,0
942,8 a 11 anos,Preta/Parda,Operador de caixa,0
943,8 a 11 anos,Preta/Parda,Operador de caixa,0
944,8 a 11 anos,Preta/Parda,Operador de caixa,0
945,8 a 11 anos,Preta/Parda,Operador de caixa,0
946,8 a 11 anos,Branca,Operador de caixa,0
947,8 a 11 anos,Branca,Operador de caixa,0
948,8 a 11 anos,Branca,Operador de caixa,0
949,8 a 11 anos,Preta/Parda,Operador de caixa,0
950,4 a 7 anos,Preta/Parda,Operador de caixa,0
951,8 a 11 anos,Preta/Parda,Operador de caixa,0
952,8 a 11 anos,Branca,Operador de caixa,0
953,8 a 11 anos,Preta/Parda,Operador de caixa,0
954,8 a 11 anos,Preta/Parda,Operador de caixa,0
955,8 a 11 anos,Preta/Parda,Operador de caixa,0
956,8 a 11 anos,Preta/Parda,Operador de caixa,0
957,8 a 11 anos,Branca,Operador de caixa,0
958,8 a 11 anos,Preta/Parda,Operador de caixa,0
959,8 a 11 anos,Branca,Operador de caixa,0
960,8 a 11 anos,Preta/Parda,Operador de caixa,0
961,8 a 11 anos,Preta/Parda,Operador de caixa,0
962,8 a 11 anos,Preta/Parda,Operador de caixa,0
963,8 a 11 anos,Branca,Operador de caixa,0
964,8 a 11 anos,Preta/Parda,Operador de caixa,0
965,8 a 11 anos,Preta/Parda,Operador de caixa,0
966,8 a 11 anos,Preta/Parda,Operador de caixa,0
967,12 e mais,Preta/Parda,Operador de caixa,0
968,8 a 11 anos,Branca,Operador de caixa,0
969,8 a 11 anos,Preta/Parda,Operador de caixa,0
970,8 a 11 anos,Branca,Operador de caixa,0
971,8 a 11 anos,Preta/Parda,Operador de caixa,0
972,8 a 11 anos,Branca,Operador de caixa,0
973,8 a 11 anos,Branca,Operador de caixa,0
974,8 a 11 anos,Preta/Parda,Operador de caixa,0
975,8 a 11 anos,Branca,Operador de caixa,0
976,8 a 11 anos,Branca,Operador de caixa,0
977,8 a 11 anos,Preta/Parda,Operador de caixa,0
978,8 a 11 anos,Preta/Parda,Operador de caixa,0
979,8 a 11 anos,Branca,Operador de caixa,0
980,8 a 11 anos,Preta/Parda,Operador de caixa,0
981,8 a 11 anos,Branca,Operador de caixa,0
982,8 a 11 anos,Branca,Operador de caixa,0
983,8 a 11 anos,Branca,Operador de caixa,0
984,8 a 11 anos,Branca,Operador de caixa,0
985,8 a 11 anos,Branca,Operador de caixa,0
986,8 a 11 anos,Preta/Parda,Operador de caixa,0
987,8 a 11 anos,Preta/Parda,Operador de caixa,0
988,8 a 11 anos,Preta/Parda,Operador de caixa,0
989,12 e mais,Preta/Parda,Operador de caixa,0
990,8 a 11 anos,Branca,Operador de caixa,0
991,8 a 11 anos,Preta/Parda,Operador de caixa,0
992,8 a 11 anos,Preta/Parda,Operador de caixa,0
993,8 a 11 anos,Preta/Parda,Operador de caixa,0
994,12 e mais,Branca,Operador de caixa,1
995,8 a 11 anos,Branca,Operador de caixa,0
996,8 a 11 anos,Branca,Operador de caixa,0
997,8 a 11 anos,Preta/Parda,Operador de caixa,0
998,8 a 11 anos,Preta/Parda,Operador de caixa,0
999,8 a 11 anos,Preta/Parda,Operador de caixa,0
1000,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1001,8 a 11 anos,Branca,Empregado doméstico,0
1002,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1003,8 a 11 anos,Branca,Empregado doméstico,0
1004,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1005,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1006,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1007,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1008,1 a 3 anos,Preta/Parda,Empregado doméstico,0
1009,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1010,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1011,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1012,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1013,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1014,8 a 11 anos,Branca,Empregado doméstico,0
1015,8 a 11 anos,Branca,Empregado doméstico,0
1016,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1017,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1018,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1019,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1020,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1021,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1022,4 a 7 anos,Branca,Empregado doméstico,0
1023,8 a 11 anos,Branca,Empregado doméstico,0
1024,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1025,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1026,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1027,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1028,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1029,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1030,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1031,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1032,4 a 7 anos,Branca,Empregado doméstico,0
1033,4 a 7 anos,Branca,Empregado doméstico,0
1034,8 a 11 anos,Branca,Empregado doméstico,0
1035,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1036,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1037,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1038,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1039,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1040,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1041,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1042,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1043,4 a 7 anos,Branca,Empregado doméstico,0
1044,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1045,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1046,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1047,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1048,8 a 11 anos,Branca,Empregado doméstico,0
1049,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1050,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1051,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1052,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1053,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1054,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1055,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1056,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1057,4 a 7 anos,Branca,Empregado doméstico,0
1058,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1059,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1060,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1061,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1062,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1063,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1064,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1065,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1066,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1067,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1068,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1069,8 a 11 anos,Branca,Empregado doméstico,0
1070,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1071,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1072,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1073,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1074,4 a 7 anos,Branca,Empregado doméstico,0
1075,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1076,1 a 3 anos,Preta/Parda,Empregado doméstico,0
1077,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1078,4 a 7 anos,Branca,Empregado doméstico,0
1079,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1080,8 a 11 anos,Branca,Empregado doméstico,0
1081,8 a 11 anos,Branca,Empregado doméstico,0
1082,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1083,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1084,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1085,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1086,4 a 7 anos,Branca,Empregado doméstico,0
1087,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1088,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1089,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1090,8 a 11 anos,Branca,Empregado doméstico,0
1091,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1092,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1093,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1094,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1095,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1096,8 a 11 anos,Branca,Empregado doméstico,0
1097,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1098,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1099,12 e mais,Branca,Empregado doméstico,1
1100,8 a 11 anos,Branca,Empregado doméstico,0
1101,8 a 11 anos,Branca,Empregado doméstico,0
1102,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1103,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1104,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1105,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1106,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1107,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1108,8 a 11 anos,Branca,Empregado doméstico,0
1109,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1110,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1111,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1112,12 e mais,Preta/Parda,Empregado doméstico,0
1113,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1114,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1115,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1116,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1117,4 a 7 anos,Branca,Empregado doméstico,0
1118,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1119,8 a 11 anos,Branca,Empregado doméstico,0
1120,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1121,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1122,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1123,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1124,8 a 11 anos,Branca,Empregado doméstico,0
1125,4 a 7 anos,Branca,Empregado doméstico,0
1126,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1127,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1128,8 a 11 anos,Branca,Empregado doméstico,0
1129,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1130,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1131,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1132,12 e mais,Preta/Parda,Empregado doméstico,0
1133,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1134,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1135,4 a 7 anos,Branca,Empregado doméstico,0
1136,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1137,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1138,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1139,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1140,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1141,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1142,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1143,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1144,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1145,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1146,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1147,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1148,4 a 7 anos,Branca,Empregado doméstico,0
1149,8 a 11 anos,Branca,Empregado doméstico,0
1150,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1151,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1152,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1153,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1154,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1155,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1156,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1157,8 a 11 anos,Branca,Empregado doméstico,0
1158,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1159,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1160,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1161,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1162,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1163,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1164,8 a 11 anos,Branca,Empregado doméstico,0
1165,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1166,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1167,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1168,4 a 7 anos,Branca,Empregado doméstico,0
1169,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1170,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1171,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1172,8 a 11 anos,Branca,Empregado doméstico,0
1173,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1174,8 a 11 anos,Branca,Empregado doméstico,0
1175,12 e mais,Preta/Parda,Empregado doméstico,0
1176,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1177,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1178,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1179,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1180,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1181,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1182,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1183,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1184,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1185,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1186,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1187,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1188,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1189,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1190,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1191,Nenhuma,Branca,Empregado doméstico,0
1192,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1193,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1194,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1195,8 a 11 anos,Branca,Empregado doméstico,0
1196,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1197,8 a 11 anos,Branca,Empregado doméstico,0
1198,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1199,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1200,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1201,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1202,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1203,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1204,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1205,8 a 11 anos,Branca,Empregado doméstico,0
1206,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1207,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1208,4 a 7 anos,Branca,Empregado doméstico,0
1209,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1210,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1211,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1212,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1213,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1214,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1215,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1216,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1217,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1218,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1219,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1220,8 a 11 anos,Branca,Empregado doméstico,0
1221,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1222,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1223,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1224,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1225,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1226,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1227,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1228,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1229,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1230,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1231,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1232,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1233,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1234,8 a 11 anos,Branca,Empregado doméstico,0
1235,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1236,8 a 11 anos,Branca,Empregado doméstico,0
1237,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1238,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1239,4 a 7 anos,Branca,Empregado doméstico,0
1240,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1241,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1242,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1243,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1244,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1245,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1246,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1247,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1248,8 a 11 anos,Branca,Empregado doméstico,0
1249,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1250,8 a 11 anos,Branca,Empregado doméstico,0
1251,8 a 11 anos,Branca,Empregado doméstico,0
1252,8 a 11 anos,Branca,Empregado doméstico,0
1253,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1254,8 a 11 anos,Branca,Empregado doméstico,0
1255,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1256,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1257,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1258,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1259,8 a 11 anos,Branca,Empregado doméstico,0
1260,8 a 11 anos,Branca,Empregado doméstico,0
1261,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1262,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1263,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1264,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1265,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1266,12 e mais,Preta/Parda,Empregado doméstico,0
1267,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1268,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1269,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1270,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1271,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1272,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1273,8 a 11 anos,Branca,Empregado doméstico,0
1274,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1275,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1276,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1277,8 a 11 anos,Branca,Empregado doméstico,0
1278,1 a 3 anos,Preta/Parda,Empregado doméstico,0
1279,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1280,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1281,8 a 11 anos,Branca,Empregado doméstico,0
1282,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1283,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1284,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1285,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1286,8 a 11 anos,Branca,Empregado doméstico,0
1287,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1288,1 a 3 anos,Preta/Parda,Empregado doméstico,0
1289,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1290,8 a 11 anos,Branca,Empregado doméstico,0
1291,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1292,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1293,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1294,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1295,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1296,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1297,12 e mais,Preta/Parda,Empregado doméstico,0
1298,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1299,8 a 11 anos,Branca,Empregado doméstico,0
1300,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1301,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1302,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1303,8 a 11 anos,Branca,Empregado doméstico,0
1304,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1305,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1306,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1307,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1308,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1309,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1310,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1311,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1312,4 a 7 anos,Branca,Empregado doméstico,0
1313,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1314,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1315,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1316,8 a 11 anos,Branca,Empregado doméstico,0
1317,8 a 11 anos,Branca,Empregado doméstico,0
1318,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1319,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1320,4 a 7 anos,Branca,Empregado doméstico,0
1321,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1322,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1323,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1324,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1325,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1326,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1327,12 e mais,Branca,Empregado doméstico,1
1328,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1329,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1330,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1331,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1332,8 a 11 anos,Branca,Empregado doméstico,0
1333,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1334,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1335,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1336,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1337,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1338,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1339,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1340,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1341,8 a 11 anos,Branca,Empregado doméstico,0
1342,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1343,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1344,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1345,8 a 11 anos,Branca,Empregado doméstico,0
1346,8 a 11 anos,Branca,Empregado doméstico,0
1347,8 a 11 anos,Branca,Empregado doméstico,0
1348,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1349,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1350,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1351,8 a 11 anos,Branca,Empregado doméstico,0
1352,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1353,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1354,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1355,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1356,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1357,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1358,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1359,12 e mais,Branca,Empregado doméstico,1
1360,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1361,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1362,8 a 11 anos,Branca,Empregado doméstico,0
1363,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1364,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1365,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1366,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1367,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1368,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1369,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1370,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1371,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1372,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1373,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1374,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1375,8 a 11 anos,Branca,Empregado doméstico,0
1376,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1377,8 a 11 anos,Branca,Empregado doméstico,0
1378,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1379,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1380,12 e mais,Preta/Parda,Empregado doméstico,0
1381,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1382,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1383,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1384,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1385,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1386,4 a 7 anos,Branca,Empregado doméstico,0
1387,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1388,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1389,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1390,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1391,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1392,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1393,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1394,4 a 7 anos,Branca,Empregado doméstico,0
1395,8 a 11 anos,Branca,Empregado doméstico,0
1396,8 a 11 anos,Branca,Empregado doméstico,0
1397,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1398,4 a 7 anos,Branca,Empregado doméstico,0
1399,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1400,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1401,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1402,4 a 7 anos,Preta/Parda,Empregado doméstico,0
1403,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1404,1 a 3 anos,Branca,Empregado doméstico,0
1405,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1406,8 a 11 anos,Preta/Parda,Empregado doméstico,0
1407,8 a 11 anos,Preta/Parda,Empregado doméstico,0
